344,17
345,13
346,13
347,16
340,12
341,21
342,14
343,15
348,13
349,19
298,18
299,19
296,14
297,19
294,17
295,20
292,25
293,18
290,22
291,13
270,26
271,22
272,33
273,19
274,29
275,24
276,17
277,19
278,22
279,26
2268,1
108,123
109,105
102,122
103,141
100,123
101,109
106,121
107,100
104,118
105,109
1213,1
2684,1
99,135
98,131
91,145
90,145
93,136
92,129
95,132
94,112
97,125
96,127
1622,2
1992,1
1995,1
5185,1
2863,1
2864,1
558,7
555,7
554,5
557,3
556,6
551,6
550,4
553,4
552,5
1198,1
1191,3
1192,1
1758,1
1177,1
1174,2
1172,3
1171,4
1170,1
1179,3
1178,1
510,10
513,9
1284,1
1287,1
1003,1
1289,1
514,4
689,2
688,3
685,4
684,7
687,3
686,8
681,3
680,2
683,5
682,1
623,4
622,4
1225,2
1224,1
1221,1
1243,1
407,8
406,8
405,11
404,11
1375,1
1374,1
401,12
400,14
1379,3
1378,1
452,9
409,6
408,11
1343,1
455,17
1346,1
379,8
378,8
371,14
370,13
373,14
372,7
375,9
374,14
377,11
376,18
393,16
392,10
391,10
390,12
397,9
396,15
395,21
394,15
399,6
398,13
895,4
2309,2
3741,1
245,28
244,26
247,21
246,29
241,36
240,29
243,25
242,29
249,23
248,38
2456,1
179,51
178,46
177,49
176,57
175,66
174,53
173,58
172,53
171,55
170,59
654,4
652,4
1507,1
1504,1
3528,1
4652,1
1618,1
1614,1
8849,1
1763,1
1760,1
1767,1
1140,1
1147,1
1148,1
692,4
690,4
691,2
696,3
697,3
694,1
695,7
698,2
699,1
1548,3
542,11
543,5
540,9
541,7
546,4
547,6
544,1
545,3
548,7
549,6
1782,1
765,2
414,9
415,9
416,8
417,14
410,7
411,16
412,12
413,6
1384,1
418,16
419,16
1383,1
368,10
369,13
366,15
367,12
364,10
365,10
362,15
363,21
360,19
361,18
380,11
381,11
382,15
383,14
384,18
385,15
386,6
387,13
388,13
389,12
258,23
259,32
252,22
253,35
250,26
251,28
256,31
257,22
254,22
255,39
901,2
168,64
169,46
164,54
165,47
166,71
167,57
160,55
161,61
162,67
163,69
6359,1
2518,1
1090,1
1812,1
670,3
671,3
1609,1
1979,1
1601,1
1606,1
809,2
808,2
803,2
802,2
801,3
800,1
807,3
806,3
804,3
1777,1
1771,1
1770,1
608,5
1159,2
1158,1
1155,2
1154,2
1157,1
1150,1
1153,1
59,246
58,254
1559,1
54,275
57,283
56,277
51,288
50,307
53,301
52,266
537,5
55,273
535,11
534,12
533,8
532,5
531,8
530,6
539,6
538,10
536,4
429,12
428,13
1399,2
1398,2
421,12
420,7
423,7
422,9
1393,1
1392,1
1391,1
426,14
3819,1
4749,1
2185,1
228,36
227,29
226,30
225,33
224,27
223,36
222,27
221,36
220,41
151,57
150,64
153,62
152,63
155,64
154,66
157,71
156,56
159,64
158,73
1804,1
1803,1
1801,1
1800,1
1809,1
8869,1
818,1
819,1
810,3
811,1
812,1
813,3
814,4
815,2
816,2
1494,1
1495,1
1497,1
1627,1
1395,1
1707,1
1708,1
1709,1
1996,1
424,10
427,9
1128,1
1122,3
1123,3
1124,3
1125,1
524,5
525,4
526,11
527,3
520,6
1019,2
522,5
523,3
1014,3
1015,2
1016,2
1017,3
1010,1
529,3
1013,1
1235,1
1237,1
1232,2
1233,1
1238,2
1239,1
438,11
439,10
436,7
437,6
434,10
435,10
432,19
433,10
430,9
431,12
559,6
5812,1
238,22
239,36
234,29
235,30
236,37
237,28
230,36
231,23
232,43
233,39
2462,1
1,56043
146,72
147,57
144,73
145,66
142,87
143,62
140,79
141,79
999,1
148,73
149,73
2087,1
2532,1
2537,1
1836,1
1837,1
939,2
938,3
2150,1
933,1
931,3
930,1
937,1
936,3
935,3
934,2
1957,1
1952,1
825,3
827,3
826,1
821,2
820,2
823,3
822,1
1481,2
1480,1
1487,1
797,1
795,2
794,1
1717,1
1715,1
790,3
1718,1
798,3
612,3
610,2
1139,3
1132,2
1130,1
1137,1
1136,1
3011,1
519,4
518,3
1009,1
511,1
1006,1
1005,3
512,10
515,7
1002,1
517,5
1000,2
1227,3
1226,1
621,4
620,5
627,4
1222,1
625,4
624,5
629,7
628,5
1229,2
2888,1
2,23440
8618,1
3874,1
11,2184
10,2718
13,1801
12,2038
15,1500
14,1665
17,1345
16,1433
19,1087
18,1141
1926,2
201,40
200,43
203,46
202,31
205,39
204,44
207,35
206,33
209,37
208,38
229,36
3499,1
3491,1
2095,1
1826,1
928,1
929,3
920,2
921,2
924,2
925,1
926,2
927,2
1924,1
3270,2
1928,1
832,2
833,1
831,2
834,2
839,1
3,13028
784,3
785,1
787,3
780,1
781,5
782,1
783,3
789,4
60,243
61,267
62,242
63,242
64,220
65,208
66,232
67,219
68,232
69,209
1589,1
1586,1
1587,2
1039,1
508,4
509,9
506,6
507,4
504,8
505,14
502,9
503,3
500,5
1035,1
630,1
631,6
632,2
633,7
1216,1
1217,1
636,6
637,2
638,1
639,4
1218,1
1219,1
1454,1
1104,2
1457,1
1103,1
1453,1
1459,1
1108,1
1109,1
4088,1
3866,1
216,47
217,52
214,29
215,41
212,37
213,41
210,39
211,55
218,40
219,35
5907,1
3005,1
2391,1
1852,1
1855,1
919,2
918,3
915,3
914,1
917,2
911,1
910,1
913,1
912,2
2607,1
2601,1
516,1
3264,1
1424,3
847,1
846,1
845,3
843,1
842,1
841,2
849,6
848,3
1739,1
753,3
752,1
751,2
750,4
757,5
756,2
755,3
754,1
759,4
758,1
1594,1
1597,1
1033,1
1025,2
1024,2
1027,3
1031,3
1021,1
1023,1
1022,4
1029,1
1028,1
501,5
605,4
604,2
607,7
606,10
601,2
600,2
4363,1
602,2
1205,1
1204,1
1207,2
1206,2
609,2
1210,2
1203,2
1211,3
634,6
1214,1
1111,2
1561,1
1113,2
1443,1
1114,3
1441,1
1116,2
1119,1
1118,1
467,8
1449,1
1357,1
489,10
488,8
487,7
486,12
485,5
484,9
483,11
482,11
481,13
480,8
199,47
198,47
195,49
194,49
197,53
196,42
191,42
190,47
193,53
192,43
2545,1
1456,2
1105,2
2769,1
902,3
903,7
900,1
1848,1
906,6
907,1
904,5
905,2
908,2
909,2
2169,1
1908,1
1905,1
854,1
855,1
856,1
857,2
850,1
851,1
853,1
3459,1
858,2
859,5
6,5212
425,13
740,3
741,3
742,6
743,2
744,3
745,2
746,1
747,1
748,2
749,2
1050,3
1051,1
1693,1
1699,2
1279,1
618,3
619,5
1270,3
613,4
1272,1
611,2
616,4
617,3
614,6
615,4
1795,1
1471,1
1307,1
1300,1
1309,1
498,7
499,5
1499,1
494,9
495,3
496,5
497,3
490,7
491,8
492,5
493,5
24,833
25,754
26,737
27,683
20,1081
21,1009
22,927
23,852
28,657
29,687
7,4192
972,2
1087,1
590,3
1085,2
1877,1
592,6
1083,1
977,1
976,1
975,1
973,2
1081,1
971,3
970,1
1080,1
979,1
978,3
182,48
183,46
180,63
181,55
186,49
187,40
