in_degree,out_degree,total_degree,CredCount
0,5,5,38
0,60,60,33
0,219,219,51
16,0,16,0
34,0,34,0
4,0,4,0
63,0,63,0
73,0,73,0
0,73,73,27
1,0,1,0
0,18,18,1
12,0,12,0
0,6,6,3
18,0,18,0
0,62,62,84
4,0,4,0
0,44,44,4
70,0,70,0
0,43,43,73
83,0,83,0
54,0,54,0
10,0,10,0
0,142,142,104
1,0,1,0
0,49,49,34
5,0,5,0
0,250,250,43
2,0,2,0
21,0,21,0
0,483,483,31
47,0,47,0
7,0,7,0
0,1,1,17
13,0,13,0
0,5,5,36
3,0,3,0
6,0,6,0
58,0,58,0
0,167,167,20
1,0,1,0
171,0,171,0
0,1,1,3
34,0,34,0
0,12,12,28
9,0,9,0
3,0,3,0
0,111,111,37
89,0,89,0
0,64,64,58
2,0,2,0
0,34,34,44
39,0,39,0
5,0,5,0
16,0,16,0
0,110,110,4
4,254,258,22
456,0,456,0
2,0,2,0
15,0,15,0
201,0,201,0
13,0,13,0
12,0,12,0
99,0,99,0
10,0,10,0
8,0,8,0
7,0,7,0
0,849,849,47
869,0,869,0
10,0,10,0
0,8,8,5
0,2,2,0
4,0,4,0
0,218,218,3
181,0,181,0
68,0,68,0
13,0,13,0
0,2,2,82
53,0,53,0
1,0,1,0
3,0,3,0
0,1,1,111
5,0,5,0
29,0,29,0
22,0,22,0
2,0,2,0
10,0,10,0
269,0,269,0
26,0,26,0
57,0,57,0
8,0,8,0
0,14,14,12
18,0,18,0
0,33,33,23
13,0,13,0
0,22,22,40
0,39,39,0
5,0,5,0
8,0,8,0
0,71,71,29
239,0,239,0
0,5,5,5
8,0,8,0
0,23,23,14
5,0,5,0
0,1,1,10
20,0,20,0
0,125,125,2
1,0,1,0
0,5,5,7
10,0,10,0
80,0,80,0
6,0,6,0
5,0,5,0
1,0,1,0
31,0,31,0
28,0,28,0
5,0,5,0
0,109,109,1
1,0,1,0
100,0,100,0
19,0,19,0
25,0,25,0
1,0,1,0
0,5,5,9
2,0,2,0
1,0,1,0
76,0,76,0
6,0,6,0
276,0,276,0
0,1,1,2
11,0,11,0
0,173,173,65
1,0,1,0
0,8,8,20
42,0,42,0
0,85,85,32
27,0,27,0
48,0,48,0
3,0,3,0
0,47,47,34
23,0,23,0
91,0,91,0
36,0,36,0
5,0,5,0
0,446,446,38
0,59,59,13
0,203,203,195
184,0,184,0
1,0,1,0
70,0,70,0
107,0,107,0
3,0,3,0
0,23,23,15
21,0,21,0
0,80,80,37
3,0,3,0
0,17,17,11
126,0,126,0
364,0,364,0
0,32,32,17
35,0,35,0
0,10,10,18
0,6,6,34
0,6,6,37
55,0,55,0
0,52,52,4
54,0,54,0
140,0,140,0
86,0,86,0
0,128,128,47
13,0,13,0
0,418,418,44
0,15,15,37
4,0,4,0
3,0,3,0
3,0,3,0
14,0,14,0
7,0,7,0
0,1,1,67
0,23,23,34
5,0,5,0
7,0,7,0
6,0,6,0
0,55,55,4
33,0,33,0
0,16,16,0
1,0,1,0
1,0,1,0
10,0,10,0
8,0,8,0
16,0,16,0
4,0,4,0
0,185,185,104
0,54,54,108
13,0,13,0
3,0,3,0
0,9,9,5
0,49,49,4
0,6,6,2
190,0,190,0
0,2,2,168
192,0,192,0
92,0,92,0
0,178,178,19
541,0,541,0
1,0,1,0
0,178,178,7
12,0,12,0
7,0,7,0
2342,0,2342,0
0,209,209,15
191,0,191,0
3,0,3,0
0,17,17,12
6,0,6,0
0,10,10,10
5,0,5,0
0,1,1,6
9,0,9,0
48,0,48,0
3,0,3,0
2,0,2,0
41,0,41,0
0,44,44,22
46,0,46,0
0,1,1,36
41,0,41,0
0,195,195,157
6,0,6,0
114,0,114,0
0,167,167,17
144,0,144,0
0,2,2,2
1,0,1,0
19,0,19,0
0,35,35,9
0,337,337,49
0,74,74,6
63,0,63,0
5,0,5,0
0,17,17,18
15,0,15,0
0,49,49,16
13,0,13,0
29,0,29,0
0,28,28,159
0,22,22,91
115,0,115,0
0,13,13,37
54,0,54,0
0,31,31,10
9,0,9,0
1,0,1,0
0,4,4,4
26,0,26,0
4,0,4,0
0,20,20,90
3,0,3,0
3,0,3,0
3,0,3,0
84,0,84,0
12,0,12,0
1,0,1,0
207,0,207,0
0,26,26,103
7,0,7,0
0,1,1,15
7,0,7,0
8,0,8,0
7,0,7,0
20,0,20,0
77,0,77,0
0,14,14,42
1,0,1,0
3,0,3,0
0,1,1,1
23,0,23,0
0,39,39,0
0,8,8,1
2,0,2,0
7,0,7,0
0,35,35,12
2,0,2,0
7,0,7,0
0,10,10,6
0,63,63,6
2,0,2,0
139,0,139,0
0,86,86,35
22,0,22,0
53,0,53,0
0,110,110,34
0,82,82,29
72,0,72,0
168,0,168,0
0,2,2,2
5,0,5,0
1,0,1,0
0,17,17,24
31,0,31,0
10,0,10,0
27,0,27,0
62,0,62,0
16,0,16,0
2,0,2,0
0,30,30,24
32,0,32,0
0,18,18,35
53,0,53,0
4,0,4,0
0,20,20,0
3,0,3,0
0,98,98,0
144,0,144,0
11,0,11,0
12,0,12,0
0,14,14,1
4,0,4,0
0,2,2,30
1,0,1,0
0,214,214,78
195,0,195,0
605,0,605,0
0,63,63,11
0,763,763,41
3,0,3,0
0,28,28,5
9,0,9,0
0,105,105,7
2,0,2,0
3,0,3,0
7,0,7,0
47,0,47,0
0,4,4,26
1,0,1,0
0,41,41,19
5,0,5,0
2,0,2,0
135,0,135,0
4,0,4,0
9,0,9,0
67,0,67,0
0,49,49,3
82,0,82,0
0,177,177,43
180,0,180,0
0,13,13,25
1,0,1,0
0,168,168,1
13,0,13,0
4,0,4,0
0,3,3,1
44,0,44,0
0,1,1,0
29,0,29,0
0,118,118,40
1,0,1,0
0,1,1,35
94,0,94,0
7,0,7,0
0,63,63,28
47,0,47,0
157,0,157,0
0,16,16,56
9,0,9,0
2,0,2,0
0,22,22,12
3,0,3,0
0,2,2,66
2,0,2,0
0,1,1,3
11,0,11,0
19,0,19,0
0,21,21,38
0,5,5,21
2,0,2,0
0,216,216,46
0,2,2,2
96,0,96,0
18,0,18,0
24,0,24,0
2,0,2,0
0,7,7,11
1,0,1,0
1,0,1,0
2,0,2,0
4,0,4,0
0,41,41,0
20,0,20,0
19,0,19,0
0,7,7,0
0,13,13,6
12,0,12,0
0,154,154,45
68,0,68,0
0,33,33,17
87,0,87,0
9,0,9,0
0,167,167,23
5,0,5,0
0,2,2,3
13,0,13,0
0,47,47,22
0,5,5,8
0,20,20,18
2,0,2,0
5,0,5,0
0,236,236,5
48,0,48,0
0,7,7,1
0,320,320,43
0,3,3,8
2,0,2,0
3,0,3,0
8,0,8,0
114,0,114,0
2,0,2,0
21,0,21,0
63,0,63,0
2,0,2,0
3,0,3,0
0,59,59,3
94,0,94,0
0,14,14,4
14,0,14,0
0,65,65,1
55,0,55,0
1,0,1,0
79,0,79,0
17,0,17,0
0,18,18,0
9,0,9,0
98,0,98,0
0,20,20,26
13,0,13,0
49,0,49,0
0,9,9,15
0,58,58,3
1,0,1,0
37,0,37,0
20,0,20,0
0,45,45,11
61,0,61,0
106,0,106,0
4,0,4,0
5,0,5,0
53,0,53,0
32,0,32,0
51,0,51,0
1,0,1,0
10,0,10,0
7,0,7,0
3,0,3,0
0,20,20,4
0,164,164,17
1,0,1,0
0,15,15,14
1,0,1,0
161,0,161,0
2,0,2,0
2,0,2,0
0,2,2,10
0,66,66,27
82,0,82,0
7,0,7,0
32,0,32,0
337,0,337,0
0,6,6,70
1,0,1,0
0,20,20,10
0,220,220,76
0,5,5,334
1,0,1,0
2,0,2,0
2,0,2,0
0,46,46,19
3,0,3,0
248,0,248,0
0,44,44,41
16,0,16,0
0,227,227,28
0,346,346,19
12,0,12,0
18,0,18,0
3,0,3,0
3,0,3,0
0,10,10,4
19,0,19,0
30,0,30,0
0,6,6,2
0,33,33,13
2,0,2,0
0,11,11,0
4,0,4,0
15,0,15,0
4,0,4,0
77,0,77,0
46,0,46,0
2,0,2,0
0,236,236,39
0,46,46,22
57,0,57,0
9,0,9,0
1,0,1,0
16,0,16,0
0,138,138,8
1,0,1,0
0,51,51,52
138,0,138,0
0,17,17,15
2,0,2,0
0,46,46,20
5,0,5,0
0,144,144,35
18,0,18,0
35,0,35,0
5,0,5,0
59,0,59,0
1,0,1,0
0,12,12,12
4,0,4,0
49,0,49,0
1,0,1,0
13,0,13,0
0,85,85,29
171,0,171,0
134,0,134,0
0,228,228,3
148,0,148,0
0,3,3,3
9,0,9,0
2,0,2,0
0,3,3,56
0,289,289,37
1,0,1,0
41,0,41,0
15,0,15,0
33,0,33,0
29,0,29,0
0,11,11,20
0,124,124,13
1,0,1,0
0,127,127,60
14,0,14,0
8,0,8,0
44,0,44,0
0,82,82,13
56,0,56,0
116,0,116,0
0,66,66,28
0,4,4,37
0,75,75,21
11,0,11,0
91,0,91,0
20,0,20,0
142,0,142,0
5,0,5,0
1,0,1,0
52,0,52,0
5,0,5,0
7,0,7,0
16,0,16,0
0,50,50,12
7,0,7,0
0,4,4,29
22,0,22,0
2,0,2,0
0,41,41,39
24,0,24,0
32,0,32,0
0,19,19,61
7,0,7,0
26,0,26,0
0,2,2,35
2,0,2,0
0,176,176,125
79,0,79,0
73,0,73,0
7,0,7,0
0,2,2,0
0,83,83,13
5,0,5,0
47,0,47,0
167,0,167,0
6,0,6,0
1,0,1,0
175,0,175,0
12,0,12,0
0,53,53,41
12,0,12,0
13,0,13,0
0,6,6,1
2,0,2,0
2,0,2,0
24,0,24,0
0,13,13,16
102,0,102,0
9,0,9,0
59,0,59,0
0,3,3,20
6,0,6,0
0,234,234,81
3,0,3,0
6,0,6,0
106,0,106,0
19,0,19,0
0,1,1,5
2,0,2,0
13,0,13,0
0,52,52,3
15,0,15,0
20,0,20,0
33,0,33,0
4,0,4,0
4,0,4,0
0,50,50,3
0,229,229,11
49,0,49,0
3,0,3,0
1,0,1,0
0,30,30,0
3,0,3,0
4,0,4,0
0,19,19,7
0,3,3,10
0,355,355,16
2,0,2,0
0,7,7,6
2,0,2,0
0,1351,1351,139
1,0,1,0
1,0,1,0
23,0,23,0
29,0,29,0
1,0,1,0
84,0,84,0
7,0,7,0
2,0,2,0
0,744,744,13
104,0,104,0
3,0,3,0
0,103,103,5
81,0,81,0
0,334,334,5
195,0,195,0
5,0,5,0
1,0,1,0
0,54,54,18
127,0,127,0
0,58,58,77
19,0,19,0
2,0,2,0
9,0,9,0
16,0,16,0
3,0,3,0
4,0,4,0
46,0,46,0
0,53,53,57
29,0,29,0
0,47,47,1
2,0,2,0
7,0,7,0
2,0,2,0
0,111,111,30
95,0,95,0
13,0,13,0
3,0,3,0
3,0,3,0
0,13,13,55
11,0,11,0
439,0,439,0
6,0,6,0
36,0,36,0
18,0,18,0
0,303,303,14
0,16,16,6
3,0,3,0
521,0,521,0
0,2,2,5
14,0,14,0
0,102,102,59
0,10,10,10
2,0,2,0
67,0,67,0
0,4,4,3
22,0,22,0
84,0,84,0
0,42,42,2
0,299,299,29
0,51,51,47
3,0,3,0
0,66,66,38
10,0,10,0
199,0,199,0
47,0,47,0
25,0,25,0
6,0,6,0
29,0,29,0
7,0,7,0
1,0,1,0
0,23,23,22
39,0,39,0
4,0,4,0
56,0,56,0
0,41,41,80
7,0,7,0
1,0,1,0
25,0,25,0
45,0,45,0
0,2,2,4
28,0,28,0
27,0,27,0
14,0,14,0
3,0,3,0
3,0,3,0
0,6,6,3
64,0,64,0
0,26,26,0
0,13,13,0
17,0,17,0
162,0,162,0
4,0,4,0
34,0,34,0
4,0,4,0
0,97,97,14
87,0,87,0
0,131,131,7
130,0,130,0
0,162,162,41
0,2,2,16
10,0,10,0
2,0,2,0
7,0,7,0
1,0,1,0
18,0,18,0
13,0,13,0
43,0,43,0
6,0,6,0
1,0,1,0
2,0,2,0
3,0,3,0
1,0,1,0
11,0,11,0
0,20,20,21
1,0,1,0
0,2,2,0
109,0,109,0
0,132,132,36
23,0,23,0
0,102,102,11
2,0,2,0
3,0,3,0
19,0,19,0
0,53,53,0
51,0,51,0
1,0,1,0
21,0,21,0
74,0,74,0
0,42,42,43
1,0,1,0
0,23,23,4
52,0,52,0
2,0,2,0
0,158,158,48
15,0,15,0
31,0,31,0
53,0,53,0
23,0,23,0
14,0,14,0
20,0,20,0
0,10,10,22
1,0,1,0
0,1,1,6
5,0,5,0
26,0,26,0
1,0,1,0
1,70,71,32
0,40,40,11
7,0,7,0
2,0,2,0
1,0,1,0
0,16,16,5
89,0,89,0
4,0,4,0
7,0,7,0
52,0,52,0
2,0,2,0
0,97,97,47
4,0,4,0
0,2,2,31
58,0,58,0
0,385,385,96
66,0,66,0
0,105,105,20
102,0,102,0
0,24,24,3
7,0,7,0
0,439,439,148
6,0,6,0
55,0,55,0
2,0,2,0
73,0,73,0
32,0,32,0
0,32,32,45
172,0,172,0
32,0,32,0
15,0,15,0
0,182,182,26
299,0,299,0
0,30,30,34
0,40,40,88
0,39,39,53
0,45,45,3
49,0,49,0
7,0,7,0
15,0,15,0
0,282,282,8
0,6,6,68
2,0,2,0
3,0,3,0
6,0,6,0
0,2,2,5
3,0,3,0
0,12,12,46
8,0,8,0
64,0,64,0
0,199,199,1
6,194,200,33
24,0,24,0
0,11,11,12
9,0,9,0
66,0,66,0
13,0,13,0
0,25,25,11
56,0,56,0
69,0,69,0
0,13,13,43
138,0,138,0
0,448,448,90
114,0,114,0
0,203,203,3
33,0,33,0
11,0,11,0
0,106,106,22
23,0,23,0
0,14,14,20
10,0,10,0
76,0,76,0
0,179,179,45
26,0,26,0
0,15,15,20
27,0,27,0
6,0,6,0
146,0,146,0
0,32,32,24
225,0,225,0
2,0,2,0
0,16,16,0
2,0,2,0
1,0,1,0
1,0,1,0
61,0,61,0
0,9,9,20
1,0,1,0
9,0,9,0
0,267,267,130
0,60,60,13
272,0,272,0
36,0,36,0
3,0,3,0
3,0,3,0
7,0,7,0
6,0,6,0
3,0,3,0
673,0,673,0
0,28,28,19
25,0,25,0
8,0,8,0
0,232,232,4
207,0,207,0
0,6,6,3
0,158,158,3
455,0,455,0
1,0,1,0
0,1,1,31
85,0,85,0
1,0,1,0
0,12,12,2
2,0,2,0
0,11,11,12
256,0,256,0
0,1,1,2
3,0,3,0
0,85,85,0
58,0,58,0
0,41,41,35
28,0,28,0
1,0,1,0
11,0,11,0
0,2,2,23
20,0,20,0
0,15,15,1
8,0,8,0
11,0,11,0
7,0,7,0
22,0,22,0
110,0,110,0
445,0,445,0
10,0,10,0
2,0,2,0
6,0,6,0
2,0,2,0
1,0,1,0
0,236,236,104
58,0,58,0
0,1,1,7
11,0,11,0
1,0,1,0
2,0,2,0
1,0,1,0
12,0,12,0
0,356,356,21
1,0,1,0
0,10,10,53
2,0,2,0
79,0,79,0
0,106,106,39
0,142,142,25
68,0,68,0
6,0,6,0
7,0,7,0
6,0,6,0
4,0,4,0
0,113,113,69
50,0,50,0
85,0,85,0
11,0,11,0
0,127,127,20
76,0,76,0
0,8,8,17
117,0,117,0
69,0,69,0
0,333,333,88
2,0,2,0
117,0,117,0
1,0,1,0
4,0,4,0
0,8,8,107
16,0,16,0
0,38,38,2
93,0,93,0
106,0,106,0
0,6,6,15
26,0,26,0
0,49,49,45
3,0,3,0
5,0,5,0
2,0,2,0
133,0,133,0
1,0,1,0
2,0,2,0
0,42,42,70
0,21,21,1
11,0,11,0
0,171,171,29
6,0,6,0
1,0,1,0
0,61,61,0
74,0,74,0
24,0,24,0
10,0,10,0
0,66,66,26
30,0,30,0
0,64,64,58
1,0,1,0
19,0,19,0
9,0,9,0
20,0,20,0
1,1,2,34
5,0,5,0
0,137,137,32
6,0,6,0
2,0,2,0
1,0,1,0
0,217,217,32
5,0,5,0
0,9,9,5
0,22,22,9
6,0,6,0
0,11,11,4
8,0,8,0
0,1,1,22
99,0,99,0
0,302,302,94
15,0,15,0
0,243,243,115
183,0,183,0
0,148,148,39
144,0,144,0
0,5,5,0
1,0,1,0
10,0,10,0
47,0,47,0
0,20,20,2
17,0,17,0
92,0,92,0
24,0,24,0
0,64,64,1
65,0,65,0
0,200,200,8
59,0,59,0
0,56,56,0
71,0,71,0
29,0,29,0
26,0,26,0
0,104,104,14
0,85,85,19
0,5,5,30
4,0,4,0
509,0,509,0
0,17,17,5
75,0,75,0
8,0,8,0
109,0,109,0
0,10,10,3
0,162,162,39
534,0,534,0
33,0,33,0
0,179,179,37
31,0,31,0
0,8,8,0
23,0,23,0
0,141,141,27
132,0,132,0
0,103,103,16
37,0,37,0
14,0,14,0
0,83,83,5
143,0,143,0
0,5,5,3
39,0,39,0
0,3,3,1
0,739,739,51
453,0,453,0
48,0,48,0
2,0,2,0
0,84,84,153
33,0,33,0
3,0,3,0
750,0,750,0
0,87,87,6
60,0,60,0
0,87,87,17
14,0,14,0
3,0,3,0
10,0,10,0
0,1,1,8
11,0,11,0
76,0,76,0
171,0,171,0
320,0,320,0
8,0,8,0
0,13,13,7
196,0,196,0
2,0,2,0
0,19,19,16
3,0,3,0
0,25,25,12
24,0,24,0
7,0,7,0
25,0,25,0
22,0,22,0
19,0,19,0
6,0,6,0
0,86,86,30
1,0,1,0
19,0,19,0
22,0,22,0
4,0,4,0
4,0,4,0
1,0,1,0
0,29,29,92
954,0,954,0
0,366,366,23
41,0,41,0
0,24,24,30
7,0,7,0
2,0,2,0
0,31,31,33
7,0,7,0
0,471,471,53
816,0,816,0
0,136,136,69
1085,0,1085,0
31,0,31,0
0,3,3,3
0,2,2,30
7,0,7,0
0,2,2,30
10,0,10,0
0,17,17,10
7,0,7,0
0,1,1,30
2,0,2,0
1,0,1,0
0,5,5,28
0,136,136,89
11,0,11,0
0,166,166,70
24,0,24,0
0,31,31,34
172,0,172,0
0,83,83,88
0,36,36,32
41,0,41,0
89,0,89,0
197,0,197,0
22,0,22,0
0,686,686,52
0,24,24,12
1,0,1,0
1,0,1,0
126,0,126,0
5,0,5,0
0,32,32,24
0,102,102,74
271,0,271,0
8,0,8,0
0,3,3,1
1,0,1,0
0,590,590,122
28,0,28,0
0,27,27,40
202,0,202,0
0,4,4,7
0,13,13,7
8,0,8,0
1,0,1,0
0,12,12,15
8,0,8,0
3,0,3,0
20,0,20,0
0,8,8,5
17,0,17,0
0,18,18,26
0,16,16,18
24,0,24,0
0,1,1,5
3,0,3,0
54,0,54,0
0,266,266,19
12,0,12,0
23,0,23,0
0,155,155,43
0,168,168,50
166,0,166,0
0,83,83,25
71,0,71,0
0,9,9,51
0,38,38,2
21,0,21,0
0,47,47,4
6,0,6,0
0,14,14,21
41,0,41,0
0,196,196,141
23,0,23,0
1,0,1,0
0,127,127,93
24,0,24,0
2,0,2,0
0,12,12,1
0,2,2,7
1,0,1,0
0,31,31,42
12,0,12,0
410,0,410,0
0,57,57,1
0,38,38,11
16,0,16,0
0,62,62,120
1,0,1,0
0,67,67,7
22,0,22,0
72,0,72,0
6,0,6,0
172,0,172,0
1,0,1,0
328,0,328,0
1,1359,1360,32
0,70,70,48
22,0,22,0
14,0,14,0
17,0,17,0
1,32,33,3
22,0,22,0
0,24,24,2
142,0,142,0
8,0,8,0
2,0,2,0
0,247,247,32
0,1,1,0
15,0,15,0
95,0,95,0
0,27,27,0
0,174,174,57
0,62,62,6
0,19,19,73
63,0,63,0
0,75,75,8
34,0,34,0
50,0,50,0
1,0,1,0
8,0,8,0
7,0,7,0
20,0,20,0
19,0,19,0
23,0,23,0
168,0,168,0
9,0,9,0
41,0,41,0
0,86,86,6
0,53,53,243
742,0,742,0
5,0,5,0
0,45,45,16
12,0,12,0
169,0,169,0
0,12,12,4
25,0,25,0
107,0,107,0
0,56,56,19
77,0,77,0
10,0,10,0
3,0,3,0
0,30,30,3
0,7,7,1
25,0,25,0
0,1,1,33
0,11,11,7
16,0,16,0
0,25,25,2
2,0,2,0
2,0,2,0
0,105,105,12
0,22,22,32
8,0,8,0
0,199,199,7
1,0,1,0
99,0,99,0
35,0,35,0
6,0,6,0
0,430,430,6
29,0,29,0
0,50,50,45
70,0,70,0
0,42,42,16
2,0,2,0
29,0,29,0
5,0,5,0
40,0,40,0
0,168,168,24
5,0,5,0
4,0,4,0
4,0,4,0
0,22,22,11
11,0,11,0
0,10,10,72
13,0,13,0
0,25,25,8
9,0,9,0
0,178,178,16
2,0,2,0
0,300,300,21
22,0,22,0
4,0,4,0
0,143,143,105
11,0,11,0
0,12,12,1
2,0,2,0
174,0,174,0
85,0,85,0
4,0,4,0
17,0,17,0
114,0,114,0
1,0,1,0
17,0,17,0
0,94,94,22
14,0,14,0
2,0,2,0
5,0,5,0
9,0,9,0
0,154,154,38
12,0,12,0
14,0,14,0
1,0,1,0
0,9,9,14
0,203,203,0
30,0,30,0
0,18,18,41
33,0,33,0
0,184,184,43
3,0,3,0
0,121,121,17
90,0,90,0
15,0,15,0
0,144,144,5
16,0,16,0
0,149,149,45
2,0,2,0
4,0,4,0
6,0,6,0
5,0,5,0
0,47,47,169
21,0,21,0
1,0,1,0
2,0,2,0
0,99,99,1
37,0,37,0
0,14,14,5
3,0,3,0
277,0,277,0
0,111,111,6
76,0,76,0
84,0,84,0
63,0,63,0
5,0,5,0
17,0,17,0
0,167,167,119
0,14,14,16
113,0,113,0
6,0,6,0
0,346,346,76
26,0,26,0
0,2,2,0
6,0,6,0
0,239,239,14
278,0,278,0
0,6,6,0
23,0,23,0
0,44,44,44
13,0,13,0
45,0,45,0
77,0,77,0
0,38,38,56
8,0,8,0
0,5,5,10
7,0,7,0
20,0,20,0
147,0,147,0
0,6,6,10
19,0,19,0
1,0,1,0
0,36,36,8
31,0,31,0
56,0,56,0
22,0,22,0
2,0,2,0
0,13,13,5
15,0,15,0
281,0,281,0
5,0,5,0
14,0,14,0
5,0,5,0
2,0,2,0
0,38,38,45
2,0,2,0
1,0,1,0
0,45,45,23
31,0,31,0
22,0,22,0
0,72,72,4
24,0,24,0
66,0,66,0
1,0,1,0
7,0,7,0
20,0,20,0
3,0,3,0
0,24,24,20
70,0,70,0
2,0,2,0
11,0,11,0
0,150,150,0
202,0,202,0
84,0,84,0
0,37,37,7
42,0,42,0
0,7,7,2
33,0,33,0
7,0,7,0
0,43,43,25
26,0,26,0
52,0,52,0
0,43,43,7
0,432,432,20
378,0,378,0
31,0,31,0
0,3,3,23
0,6,6,89
13,0,13,0
27,0,27,0
0,1,1,82
0,1109,1109,12
0,83,83,8
53,0,53,0
0,19,19,0
1,0,1,0
7,0,7,0
9,0,9,0
2,0,2,0
0,72,72,14
13,0,13,0
3,0,3,0
1,0,1,0
40,0,40,0
0,34,34,4
30,0,30,0
73,0,73,0
0,14,14,11
9,0,9,0
0,8,8,0
1,0,1,0
2,0,2,0
6,0,6,0
2,0,2,0
45,0,45,0
9,0,9,0
92,0,92,0
509,0,509,0
2,0,2,0
1,0,1,0
9,0,9,0
0,313,313,60
11,0,11,0
0,81,81,117
28,0,28,0
0,36,36,15
9,0,9,0
0,3,3,2
4,0,4,0
13,0,13,0
15,0,15,0
0,128,128,8
1,0,1,0
28,0,28,0
28,0,28,0
1,0,1,0
0,1,1,5
26,0,26,0
0,175,175,14
42,0,42,0
29,0,29,0
0,32,32,71
16,0,16,0
0,239,239,1
227,0,227,0
0,5,5,90
4,0,4,0
2,0,2,0
0,106,106,51
9,0,9,0
5,0,5,0
0,28,28,100
9,0,9,0
11,0,11,0
0,115,115,10
9,0,9,0
0,3,3,1
34,0,34,0
19,0,19,0
4,0,4,0
3,0,3,0
0,341,341,33
82,0,82,0
0,11,11,18
17,0,17,0
0,13,13,0
2,0,2,0
0,1,1,2
0,2,2,0
2,0,2,0
2,0,2,0
0,169,169,13
2,0,2,0
0,21,21,0
2,0,2,0
0,40,40,2
22,0,22,0
0,4,4,1
28,0,28,0
4,0,4,0
6,0,6,0
5,0,5,0
2,0,2,0
1,169,170,70
55,0,55,0
0,40,40,8
54,0,54,0
0,47,47,20
1,0,1,0
0,16,16,51
0,723,723,31
8,0,8,0
1,0,1,0
10,0,10,0
0,320,320,70
1,0,1,0
0,9,9,34
11,0,11,0
0,35,35,32
28,0,28,0
0,168,168,23
115,0,115,0
59,0,59,0
0,25,25,23
2011,0,2011,0
0,27,27,148
34,0,34,0
6,0,6,0
0,221,221,20
4,0,4,0
8,0,8,0
6,0,6,0
2,0,2,0
58,0,58,0
0,1,1,2
2,0,2,0
0,11,11,0
0,233,233,14
124,0,124,0
6,0,6,0
0,2,2,0
4,0,4,0
9,0,9,0
24,0,24,0
3,0,3,0
2,0,2,0
74,0,74,0
142,0,142,0
2,0,2,0
27,0,27,0
0,129,129,18
96,0,96,0
1,0,1,0
0,1,1,0
0,221,221,88
6,0,6,0
102,0,102,0
0,96,96,55
16,0,16,0
36,0,36,0
303,0,303,0
0,24,24,41
57,0,57,0
0,3,3,41
0,41,41,0
43,0,43,0
32,0,32,0
9,0,9,0
9,0,9,0
0,1,1,2
15,0,15,0
2,0,2,0
8,0,8,0
0,39,39,1
0,218,218,14
0,31,31,2
1,0,1,0
0,183,183,30
219,0,219,0
6,0,6,0
6,0,6,0
0,54,54,17
18,0,18,0
51,0,51,0
1,0,1,0
1,0,1,0
0,17,17,12
0,190,190,15
97,0,97,0
0,33,33,59
27,0,27,0
2,0,2,0
1,0,1,0
16,0,16,0
12,0,12,0
0,179,179,91
0,2,2,2
0,101,101,40
62,0,62,0
0,15,15,17
0,7,7,2
5,0,5,0
2,0,2,0
7,0,7,0
0,4,4,15
2,0,2,0
25,0,25,0
4,0,4,0
0,1,1,0
0,30,30,65
3,0,3,0
2,0,2,0
0,14,14,39
2,0,2,0
6,0,6,0
4,0,4,0
21,0,21,0
130,0,130,0
0,26,26,10
0,324,324,20
45,0,45,0
5,0,5,0
1,0,1,0
19,0,19,0
0,10,10,0
255,0,255,0
1,0,1,0
57,0,57,0
0,9,9,5
29,0,29,0
0,161,161,28
175,0,175,0
13,0,13,0
70,0,70,0
23,0,23,0
0,16,16,3
0,46,46,3
0,6,6,0
3,0,3,0
0,277,277,5
216,0,216,0
20,0,20,0
2,0,2,0
0,156,156,30
2,0,2,0
198,0,198,0
0,44,44,42
0,36,36,0
35,0,35,0
0,4,4,14
2,0,2,0
0,113,113,1
74,0,74,0
0,1,1,34
14,0,14,0
0,156,156,12
216,0,216,0
103,0,103,0
0,374,374,36
0,5,5,23
2,0,2,0
7,0,7,0
0,70,70,20
25,0,25,0
11,0,11,0
0,3,3,2
6,0,6,0
23,0,23,0
4,0,4,0
8,0,8,0
0,8,8,5
30,0,30,0
0,18,18,51
0,10,10,0
1,0,1,0
0,1,1,0
0,299,299,12
302,0,302,0
0,68,68,0
56,0,56,0
0,10,10,16
0,7,7,2
0,120,120,15
0,2,2,0
26,0,26,0
5,0,5,0
18,0,18,0
7,0,7,0
2,0,2,0
3,0,3,0
93,0,93,0
2,0,2,0
42,0,42,0
441,0,441,0
0,76,76,31
59,0,59,0
0,6,6,3
1,0,1,0
3,0,3,0
0,1,1,22
14,0,14,0
0,8,8,20
7,0,7,0
0,17,17,1
0,81,81,22
22,0,22,0
38,0,38,0
53,0,53,0
0,47,47,1
26,0,26,0
1,0,1,0
0,5,5,15
25,0,25,0
0,1,1,10
0,120,120,11
47,0,47,0
0,16,16,10
0,4,4,6
6,0,6,0
0,28,28,10
6,0,6,0
0,25,25,19
18,0,18,0
0,3,3,14
1,0,1,0
0,6,6,58
6,0,6,0
9,0,9,0
50,0,50,0
20,0,20,0
5,0,5,0
77,0,77,0
6,0,6,0
8,0,8,0
1,0,1,0
6,0,6,0
2,0,2,0
0,65,65,64
37,0,37,0
55,0,55,0
10,0,10,0
0,15,15,4
0,338,338,57
363,0,363,0
28,0,28,0
0,345,345,11
1,0,1,0
10,0,10,0
5,0,5,0
53,0,53,0
16,0,16,0
11,0,11,0
0,4,4,27
55,0,55,0
349,0,349,0
