1,2790
2,2349
3,2164
4,2032
5,1711
6,1615
7,1481
8,1369
9,1268
10,1255
11,1081
12,1058
13,994
14,962
15,865
16,830
17,804
18,805
19,763
20,708
21,684
22,597
23,615
24,543
25,561
26,507
27,502
28,503
29,446
30,477
31,429
32,426
33,417
34,394
35,379
36,323
37,355
38,321
39,304
40,324
41,289
42,274
43,275
44,257
45,276
46,260
47,203
48,247
49,212
50,196
51,226
52,207
53,185
54,188
55,190
56,168
57,155
58,158
59,142
60,136
61,149
62,138
63,128
64,136
65,154
66,120
67,130
68,115
69,108
70,113
71,119
72,110
73,100
74,83
75,80
76,91
77,136
78,90
79,99
80,86
81,80
82,76
83,61
84,73
85,73
86,69
87,54
88,60
89,57
90,64
91,65
92,57
93,50
94,58
95,49
96,52
97,48
98,35
99,48
100,40
101,44
102,43
103,57
104,32
105,48
106,29
107,42
108,34
109,36
110,47
111,29
112,33
113,32
114,38
115,38
116,32
117,29
118,31
119,31
120,27
121,30
122,32
123,33
124,27
125,20
126,30
127,21
128,17
129,23
130,13
131,25
132,22
133,19
134,22
135,23
136,20
137,17
138,17
139,8
140,29
141,19
142,27
143,18
144,11
145,14
146,18
147,17
148,17
149,11
150,13
151,15
152,15
153,12
154,2
155,13
156,16
157,11
158,10
159,15
160,3
161,14
162,12
163,7
164,9
165,8
166,8
167,7
168,9
169,7
170,4
171,7
172,8
173,6
174,9
175,1
176,10
177,8
178,2
179,7
180,4
181,3
182,4
183,5
184,8
185,8
186,5
187,9
188,3
189,9
190,4
191,2
192,8
193,5
194,1
195,3
196,4
197,9
198,9
199,7
200,2
201,8
202,9
203,1
204,5
205,3
206,5
207,3
208,6
209,5
210,1
211,5
212,2
213,1
214,5
215,3
217,2
218,4
219,6
220,6
221,6
222,3
223,5
224,4
225,3
226,3
227,2
228,1
229,4
230,1
231,2
232,3
233,1
235,5
236,4
238,5
239,2
240,2
241,2
243,4
244,2
245,2
246,2
247,3
248,4
249,1
250,3
251,1
253,4
254,2
255,1
257,1
258,3
259,1
260,1
261,1
262,1
263,5
264,1
265,1
266,1
268,2
269,2
270,1
271,2
272,3
273,1
274,3
275,1
276,2
278,2
279,2
280,2
284,1
287,1
290,1
291,1
293,2
294,2
296,1
297,1
298,1
299,1
301,1
304,1
305,1
307,3
308,1
309,2
310,1
311,1
313,2
315,2
316,1
317,1
318,1
319,2
320,1
325,1
331,1
333,2
334,1
336,1
337,1
340,1
342,4
345,1
346,1
351,1
353,1
354,1
356,1
357,1
358,2
360,2
362,2
363,1
369,1
374,1
375,1
377,1
378,2
381,1
383,1
389,1
400,1
405,1
408,1
415,1
418,1
424,1
425,1
430,1
431,1
439,1
448,1
455,1
467,1
478,1
479,1
491,1
497,1
514,2
516,1
522,1
536,1
563,1
577,1
586,1
605,1
609,1
676,1
689,1
738,1
777,1
1091,1
1149,1
